ID;name;height_cm;weight_kg;overall;potential;pac;sho;pas;dri;def;phy;crossing;finishing;heading_accuracy;short_passing;volleys;dribbling;curve;free_kick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility;reactions;balance;shot_power;jumping;stamina;strength;long_shots;aggression;interceptions;positioning;vision;penalties;composure;marking;standing_tackle;sliding_tackle;gk_diving;gk_handling;gk_kicking;gk_positioning;gk_reflexes
215644;Burgui;184;75;75;80;78;67;70;75;31;60;74;69;55;74;52;77;76;64;59;77;76;80;68;72;64;65;58;81;61;66;33;38;75;69;59;69;24;28;21;6;8;10;12;10
219740;Kahraba;182;76;75;83;84;73;65;80;30;67;66;76;64;69;54;83;67;44;59;79;80;87;81;67;66;75;70;74;69;71;51;28;78;66;69;64;25;29;18;7;9;16;15;7
220253;Munir;175;69;75;82;81;74;62;80;27;56;60;76;69;73;71;81;60;45;52;80;78;84;78;68;78;72;63;58;63;73;36;13;75;59;66;65;26;24;22;9;12;6;13;16
183389;G. Sio;180;80;75;75;82;75;71;75;22;75;68;75;70;73;72;74;73;69;67;75;78;85;81;71;74;76;70;78;73;74;77;18;74;73;72;69;17;18;12;15;9;10;15;16
214622;J. Toljan;182;71;75;82;84;36;62;69;73;69;72;34;62;72;37;68;39;32;60;70;79;88;73;71;70;39;84;74;68;33;62;73;56;48;39;58;74;74;73;10;13;10;11;12
179551;O. Kamara;184;81;75;76;76;74;56;71;36;76;50;78;68;63;77;66;61;52;41;77;74;78;72;75;70;73;75;76;77;64;72;34;79;59;71;74;49;20;19;7;10;12;12;6
208224;P. Mantalos;176;73;75;78;73;69;75;77;48;62;73;66;51;77;67;77;68;71;75;78;74;72;78;65;78;74;60;74;55;72;63;50;73;74;62;77;49;48;38;8;14;7;10;12
204385;S. García;181;80;75;76;72;76;61;70;28;77;55;78;74;63;68;72;67;74;54;71;74;71;64;66;67;78;72;75;76;71;82;24;78;64;73;72;22;24;15;12;12;11;9;9
205409;S. Sosa;182;79;75;75;76;70;65;78;41;77;14;10;14;25;12;20;18;16;20;17;40;42;60;73;50;22;65;38;71;18;19;22;15;17;22;31;16;15;11;76;70;65;77;78
223329;A. Conti;184;76;75;83;81;56;69;73;71;70;75;58;64;75;59;71;63;32;68;75;78;84;78;76;68;62;53;92;59;43;73;73;73;63;40;72;68;74;74;9;13;13;9;10
184417;Sergio Tejera;180;75;75;75;66;70;75;74;65;72;67;68;45;78;58;74;77;77;75;78;67;66;70;70;64;72;56;73;68;74;83;66;66;75;70;72;67;69;68;12;7;16;9;14
230498;Luimo Boas Santos;176;73;75;75;73;75;59;74;27;62;42;75;73;65;76;71;79;60;56;76;68;77;78;79;69;75;82;64;67;74;43;20;77;64;74;73;25;20;19;9;12;8;10;9
2147;M. Stekelenburg;197;92;75;75;76;73;79;75;41;72;18;11;14;39;11;12;13;13;37;31;35;45;35;73;27;13;55;30;77;11;41;26;13;41;23;63;18;15;14;76;73;79;72;75
210787;M. Dos Santos;180;76;75;76;62;40;56;52;74;77;52;37;69;68;32;39;53;43;56;66;60;64;64;68;61;52;79;69;79;33;81;73;42;41;46;68;73;76;74;8;14;6;13;12
212067;C. Vargas;185;82;75;76;77;75;65;77;45;70;16;16;24;23;13;16;25;23;24;19;42;48;55;71;45;25;69;35;67;13;22;23;12;50;46;22;13;19;15;77;75;65;70;77
221283;A. Nouri;167;60;75;75;73;63;77;79;32;44;74;57;35;75;73;78;82;74;73;83;75;72;80;67;76;68;45;64;33;68;44;20;59;85;65;76;34;37;32;15;12;9;7;13
176483;D. Chygrynskyi;189;85;75;75;50;39;59;44;76;78;40;32;76;69;32;35;43;48;72;58;48;52;40;68;42;53;55;66;87;42;76;74;36;59;38;67;77;78;73;7;11;6;7;10
205670;D. Gayle;174;78;75;78;83;76;55;72;25;60;59;79;68;62;68;70;54;75;53;71;85;82;83;74;80;73;71;66;62;72;46;35;78;34;73;76;12;21;13;10;7;16;8;8
160103;C. Abridego;182;77;75;75;69;62;66;64;72;78;62;57;72;76;44;59;57;54;71;72;68;70;61;81;61;72;73;87;72;67;82;72;65;56;66;73;73;70;74;12;9;16;18;12
239207;M. Gómez;186;80;75;81;66;78;59;65;25;68;56;82;71;64;69;66;68;53;58;69;64;67;52;74;55;77;64;68;77;73;47;17;78;52;67;59;22;17;23;7;8;13;12;6
198760;S. Taïder;180;73;75;77;73;67;73;76;70;73;66;56;64;78;68;76;70;66;74;76;74;73;76;74;76;82;76;75;68;78;84;72;68;74;68;74;68;72;76;14;7;12;9;16
190824;O. Elabdellaoui;179;73;75;78;83;55;71;76;70;71;73;42;60;73;55;75;72;60;68;74;85;82;83;72;79;72;60;84;66;66;70;69;75;69;42;66;71;72;72;8;11;12;6;6
193897;J. Ananidze;172;63;75;78;75;71;74;76;46;46;70;70;57;78;62;76;73;74;69;72;84;67;87;69;90;74;73;77;27;73;49;32;68;75;72;65;54;45;39;6;6;15;7;9
194665;S. Ilsanker;189;86;75;75;58;53;56;52;76;83;39;45;64;69;43;50;41;33;63;59;45;68;34;76;44;70;55;83;84;62;89;81;46;56;37;62;69;83;78;17;16;15;18;17
202858;F. Castillo;173;68;75;77;93;71;63;82;45;65;63;69;45;62;66;83;77;66;56;79;92;93;91;73;86;76;52;81;58;72;66;43;72;65;61;73;42;50;38;12;10;16;8;7
192362;L. Narsingh;177;77;75;75;91;65;67;76;24;58;76;70;40;71;62;76;69;59;42;76;91;91;80;74;77;65;34;71;65;54;28;20;73;72;58;71;19;28;22;10;8;14;8;6
216939;A. Blake;193;79;75;80;78;69;67;83;46;69;12;13;24;32;11;11;24;12;33;28;43;49;48;71;42;14;70;41;68;11;27;15;12;11;19;43;12;14;13;78;69;67;69;83
230251;Melvin Parrela;188;88;75;75;71;70;68;71;71;82;52;68;73;74;67;71;64;68;72;73;62;78;67;77;69;75;71;85;82;70;82;68;67;72;72;76;67;74;75;15;7;16;9;8
230507;Nicholas Aldair;187;81;75;75;69;75;68;71;42;76;66;75;72;74;74;72;63;59;58;75;59;77;63;72;60;78;69;83;77;73;67;40;72;69;74;83;38;37;46;7;11;7;11;14
190059;S. Zuber;182;79;75;78;79;69;71;77;71;76;74;63;72;74;57;78;78;66;61;77;78;79;75;75;66;80;63;79;77;79;72;75;74;72;55;76;68;73;68;15;15;7;14;9
203884;K. Djidji;184;71;75;79;71;29;54;64;75;70;35;26;71;72;26;59;28;32;71;72;74;68;62;69;66;38;72;62;73;22;73;74;35;42;41;70;74;77;76;15;7;7;8;9
160108;K. Cordesia;178;71;75;75;80;68;75;75;34;63;74;66;60;77;67;75;87;61;73;72;83;77;79;76;74;71;64;73;64;72;48;45;67;76;67;71;25;32;22;7;12;11;12;12
230252;Jorginhson;178;75;75;75;72;57;68;75;75;69;50;61;71;70;41;75;75;55;75;73;71;72;78;77;77;51;52;74;66;56;72;76;55;77;61;67;72;77;76;7;7;12;8;16
203629;A. Erokhin;195;79;75;76;67;73;71;72;65;80;69;74;75;78;66;73;62;54;71;74;64;69;65;74;57;75;76;87;80;73;71;73;74;69;65;65;59;64;58;9;14;15;10;14
219758;L. Rizzo;188;80;75;77;74;61;74;76;62;74;76;53;62;76;56;78;68;49;74;78;70;78;73;72;58;72;58;78;78;68;64;64;68;74;63;72;54;68;68;6;14;6;8;7
160110;E. Merraño;175;72;75;75;67;69;73;77;37;51;73;71;44;75;51;77;56;55;76;77;66;68;82;66;81;66;46;61;55;70;31;52;72;77;72;71;31;33;32;12;8;17;8;15
142959;M. Barbosa;188;75;75;75;75;70;77;78;43;71;12;11;13;38;12;15;11;12;36;17;42;43;48;75;47;25;63;31;62;12;37;22;12;17;24;50;13;15;11;75;70;77;71;78
210031;Bruno Moreira;185;79;75;75;61;74;54;68;32;73;44;79;82;68;75;68;40;40;46;72;61;61;58;72;56;78;69;69;76;60;72;24;77;53;67;70;26;29;26;10;10;8;11;8
221551;E. Mammana;183;70;75;86;79;42;61;68;75;72;48;28;66;75;36;65;44;34;76;71;78;79;70;73;63;63;73;72;72;48;71;77;46;50;68;82;76;75;77;6;11;12;14;8
164464;B. Wright-Phillips;173;70;75;75;73;76;58;70;29;68;54;82;65;62;71;67;61;50;45;70;73;73;74;82;78;75;76;75;65;67;65;42;82;64;67;77;19;24;15;12;13;13;10;6
186992;J. Dueñas;174;73;75;75;77;64;73;71;71;77;69;57;68;79;67;71;74;63;72;70;78;76;76;71;76;74;70;90;69;70;80;74;70;70;62;73;69;72;70;9;13;9;10;9
190577;S. Blanco;168;64;75;75;78;70;71;77;28;68;69;65;66;75;76;75;59;60;69;77;77;79;88;76;80;77;66;84;56;74;79;33;70;75;61;65;18;22;32;9;7;9;13;12
196978;C. Wilson;180;66;75;79;90;73;63;74;34;76;52;79;62;70;65;73;62;45;60;75;92;89;78;70;77;69;66;75;78;64;73;40;77;71;75;78;20;39;25;10;15;8;10;6
160114;J. Landiso;177;71;75;75;70;73;73;75;28;63;75;75;68;72;63;74;81;75;62;75;70;70;78;72;75;70;73;73;57;75;65;22;76;76;68;75;22;27;23;16;11;18;16;15
235634;G. Konan;176;71;75;82;81;48;68;78;70;72;72;43;60;72;58;78;73;32;64;76;85;77;78;74;85;57;64;89;66;46;70;72;68;67;41;77;67;75;69;8;5;5;11;8
209523;D. González;172;64;75;82;86;68;67;78;41;65;67;68;56;70;60;80;69;33;69;73;85;86;86;71;83;70;73;77;63;66;51;34;74;69;67;61;34;51;33;15;15;15;14;13
163699;S. Sessègnon;172;72;75;75;77;72;75;80;67;74;76;71;70;76;69;79;76;67;71;79;78;76;87;74;92;75;71;77;73;69;72;72;70;75;76;75;63;68;66;7;14;13;11;11
213620;F. Mora;175;72;75;80;82;74;55;72;26;64;32;78;71;66;66;72;55;40;64;73;86;79;76;67;71;75;81;70;70;69;39;21;75;57;68;68;20;23;18;12;11;11;11;9
185204;Diego Ângelo;192;84;75;75;45;62;66;57;77;79;70;52;78;68;28;60;63;77;66;62;50;41;31;65;33;84;36;75;86;72;75;77;57;57;59;59;76;78;74;10;7;16;9;15
190324;C. Kabasele;188;84;75;77;73;50;49;62;74;79;47;49;74;60;52;59;34;27;57;64;71;74;63;71;59;57;79;77;81;44;75;74;58;36;53;64;73;75;78;14;11;6;14;16
211061;A. Maxim;177;73;75;76;73;68;75;78;31;51;75;65;40;75;72;78;81;74;72;77;75;71;87;73;78;69;52;59;49;73;48;43;69;76;72;74;22;30;23;14;8;9;9;10
160120;Y. Donosos;176;72;75;75;81;71;70;75;37;55;63;73;56;76;68;75;61;66;58;73;79;82;81;66;78;61;69;55;59;73;43;38;76;77;76;67;31;32;44;12;16;12;11;13
171896;H. Ayala;183;81;75;75;67;55;60;58;76;72;61;52;71;66;46;51;46;41;62;67;66;68;63;77;52;65;67;74;74;57;64;76;44;55;55;75;76;78;78;7;11;16;9;6
215417;C. Mathenia;189;90;75;79;74;69;66;79;45;76;15;12;14;31;16;15;15;15;25;23;47;44;35;70;39;20;68;45;69;15;30;19;15;35;23;54;13;12;12;74;69;66;76;79
186745;M. Pérez García;165;64;75;75;81;64;74;78;25;61;73;59;45;73;55;75;79;80;75;79;84;79;82;74;90;73;34;69;56;68;69;43;67;75;69;76;13;19;24;16;9;15;9;14
192123;C. Wood;191;95;75;78;71;76;57;67;37;80;44;77;75;65;66;66;65;64;48;70;70;72;66;73;55;80;71;76;86;71;74;40;77;59;77;72;32;30;29;14;16;16;7;16
173436;N. Dyer;167;62;75;75;83;72;67;80;38;63;64;73;32;74;52;80;58;42;65;77;85;82;85;67;93;75;72;72;55;74;69;35;72;66;70;67;33;45;48;12;11;14;8;16
167549;R. Shishkin;177;71;75;75;75;61;73;71;73;66;75;61;57;74;37;66;70;71;73;75;77;73;77;75;72;64;74;73;59;65;73;75;60;69;56;67;76;74;76;13;7;8;7;7
157310;S. Marveaux;172;66;75;75;71;71;76;76;53;63;75;70;55;77;72;75;74;79;76;77;79;65;80;72;84;77;63;72;58;72;63;35;57;77;73;76;57;60;49;7;9;9;12;12
210047;F. Schär;186;84;75;79;57;63;70;67;74;75;65;55;82;74;53;65;65;66;74;69;62;52;67;72;61;76;86;71;77;65;72;73;61;68;80;66;71;76;74;8;9;11;10;15
107647;H. Altıntop;183;82;75;75;51;71;77;75;69;69;74;62;60;79;72;75;64;72;82;79;48;53;67;78;68;81;55;58;74;80;76;70;65;78;71;84;68;74;67;15;9;13;13;8
181375;M. Martins;187;82;75;75;62;76;63;69;28;74;58;77;75;69;71;70;57;57;55;71;64;61;67;70;58;80;70;66;79;71;71;24;79;65;76;72;22;24;23;8;8;9;12;15
150656;R. Mavuba;172;72;75;75;60;52;70;69;74;74;66;42;66;76;38;65;58;62;73;73;60;60;66;73;80;68;77;75;73;61;76;76;49;64;57;68;75;75;74;7;9;8;14;7
230528;Rafael Cachoira;188;84;75;75;55;40;58;59;75;76;56;30;73;66;49;58;62;49;76;62;49;60;51;67;53;60;51;61;83;42;84;75;40;36;42;70;74;77;73;12;12;12;13;11
169600;D. Simpson;176;80;75;75;69;38;61;67;77;76;68;27;71;64;50;64;44;32;60;69;70;68;65;76;80;37;79;79;72;54;79;77;58;63;54;67;78;77;76;10;15;13;9;11
193408;H. Seferović;185;85;75;79;71;72;66;70;39;80;67;71;76;69;73;71;60;62;59;72;67;75;65;76;59;77;75;76;83;71;80;35;77;65;66;69;25;42;40;9;13;9;9;16
133249;E. Hallfreðsson;185;83;75;75;67;64;76;73;70;75;72;51;66;79;64;74;74;72;77;77;67;67;63;70;69;80;69;70;77;76;76;75;68;74;69;75;66;72;68;7;8;13;8;14
228737;G. Rivas;182;84;75;75;69;77;52;68;26;71;45;82;80;60;70;67;60;43;42;75;67;71;57;58;62;83;71;67;81;65;52;36;72;54;73;58;15;14;19;9;14;9;14;15
230274;Dani Rochelinhas;178;75;75;75;76;63;72;76;36;59;66;64;51;74;61;75;72;73;71;76;81;72;82;74;67;55;51;71;54;62;57;41;77;76;71;78;31;33;32;13;8;10;9;10
158851;J. Beausejour;178;83;75;75;82;66;71;76;71;81;79;67;64;69;52;74;77;70;66;75;81;82;88;70;76;67;63;78;86;63;79;67;75;69;68;74;71;74;75;12;12;12;6;13
189059;J. Livermore;180;76;75;76;64;66;73;72;71;80;65;64;69;78;59;72;69;58;75;75;65;64;65;74;72;72;69;84;77;69;83;76;61;73;57;79;70;72;66;9;15;8;10;9
230020;P. Lees-Melou;185;69;75;79;70;62;75;75;49;69;76;66;46;76;52;76;69;61;74;77;69;70;69;74;58;61;59;77;68;59;64;48;74;76;49;75;49;51;49;14;6;12;9;10
190084;P. Tachtsidis;191;86;75;77;55;59;74;66;69;80;64;45;78;80;60;64;66;55;77;77;54;55;50;70;50;77;78;78;84;73;75;69;57;76;60;72;58;76;76;10;14;12;15;11
210822;Douglas Santos;175;70;75;81;78;61;70;76;69;60;78;49;59;72;50;75;68;69;64;77;77;79;79;76;79;79;73;75;48;70;66;71;73;62;53;59;70;68;76;13;11;13;13;10
198023;Ximo Navarro;178;71;75;78;78;47;65;67;74;77;69;36;69;73;25;63;61;42;61;69;75;80;73;71;72;64;83;87;70;55;80;73;61;59;48;67;74;75;77;7;11;16;9;15
199559;R. Inglese;186;85;75;78;59;75;49;67;21;72;39;78;80;65;70;66;68;36;35;76;49;68;54;70;55;78;83;69;86;68;40;19;78;42;72;74;13;13;12;14;11;10;13;7
211591;M. Dembélé;183;74;75;85;81;73;57;74;21;71;50;77;73;69;67;73;53;35;41;76;78;83;77;68;64;75;81;67;80;62;50;22;75;62;82;74;13;14;16;7;13;11;10;8
162951;M. Angeleri;182;76;75;75;65;46;56;55;74;79;60;37;65;58;42;49;56;47;65;58;67;64;63;78;55;71;82;75;79;41;84;71;40;46;56;79;74;79;76;13;10;7;6;12
178567;E. Pieters;183;84;75;75;66;40;65;67;78;78;58;32;73;75;34;64;67;56;60;73;63;69;65;71;57;51;68;75;77;36;85;77;61;61;65;67;77;80;81;16;15;8;12;10
165769;Cássio;186;79;75;75;77;72;70;74;46;72;11;11;12;25;14;12;12;13;22;22;42;49;55;75;48;24;75;39;66;11;40;22;13;60;24;43;16;17;14;77;72;70;72;74
184457;R. van Wolfswinkel;186;74;75;75;63;74;64;71;37;67;54;78;74;68;77;70;73;51;62;74;65;62;62;75;71;69;71;66;74;68;51;46;82;69;80;71;22;38;26;8;12;13;11;10
188042;M. Suárez;183;75;75;75;69;71;72;74;25;53;71;70;62;74;74;74;73;70;68;75;70;68;74;75;70;72;67;47;63;73;33;18;77;74;68;75;14;29;24;9;16;11;13;8
172939;K. Westwood;187;86;75;75;77;71;70;77;47;75;20;11;20;28;14;20;11;12;23;22;50;45;58;66;48;24;62;25;78;20;38;22;15;41;31;67;20;20;19;77;71;70;75;77
189067;M. Britos;190;85;75;75;50;34;50;52;76;74;43;37;75;60;22;47;47;52;64;58;48;51;49;68;54;30;83;62;79;31;76;75;24;31;51;66;75;78;76;12;13;11;10;11
210828;B. Engels;194;83;75;82;61;44;59;56;75;74;48;54;79;68;27;53;29;36;73;65;56;65;51;74;33;46;73;69;76;26;76;75;47;57;35;75;73;76;74;9;12;14;7;8
189324;A. McCarthy;193;79;75;77;76;73;61;78;57;74;11;17;16;33;12;17;15;18;35;17;58;56;35;69;43;20;68;35;63;14;35;22;16;50;41;63;13;13;12;76;73;61;74;78
160141;A. Cambrillo;176;73;75;75;73;75;59;74;27;62;42;75;73;65;76;71;79;60;56;76;68;77;78;79;69;75;82;64;67;74;43;20;77;64;74;73;25;20;19;9;12;8;10;9
229773;G. Dzhikiya;188;86;75;81;82;51;59;58;76;77;58;40;64;63;26;63;60;68;65;50;91;75;53;67;60;74;64;64;85;60;77;74;55;46;45;60;79;75;83;12;14;13;12;12
190093;Dani Castellano;180;69;75;75;76;51;69;74;71;77;77;46;62;74;45;75;67;47;62;73;75;76;72;72;76;60;73;86;77;53;67;68;63;62;48;64;70;74;76;6;7;15;14;11
213648;P. Højbjerg;185;84;75;81;64;61;73;75;69;77;66;52;60;76;60;75;69;70;74;77;65;64;71;75;65;78;64;79;77;68;78;74;62;74;51;69;65;73;64;9;7;12;11;11
219792;B. Santamaria;183;73;75;80;68;62;71;76;72;67;64;65;60;78;42;76;48;49;78;78;71;65;73;68;69;62;69;75;63;62;66;69;63;74;46;65;74;74;75;7;7;13;7;8
220048;S. Scuffet;187;78;75;83;74;73;63;84;50;70;20;20;18;30;20;13;20;22;34;21;50;50;60;71;45;19;70;40;65;16;35;18;12;33;18;51;20;24;18;74;73;63;70;84
46736;E. Moretti;182;77;75;75;43;32;50;55;78;67;51;16;75;59;27;49;52;33;56;64;48;38;48;70;65;56;73;50;73;39;74;84;31;31;49;76;78;77;76;9;10;10;11;15
205201;O. Yokuşlu;191;86;75;80;73;70;72;71;72;81;67;65;73;75;70;72;72;65;72;75;72;74;62;70;62;79;69;83;81;75;80;76;68;71;60;72;69;74;70;12;16;10;13;7
208017;I. Santini;190;90;75;75;49;78;54;64;37;84;33;80;84;69;73;65;39;46;44;70;48;50;50;75;43;79;75;79;90;74;76;40;75;62;76;70;26;35;25;10;9;11;11;15
189586;Dani Hernández;196;89;75;75;78;72;63;76;32;73;13;6;23;41;13;12;23;12;39;34;34;30;48;69;41;25;75;38;76;13;40;26;16;22;25;21;4;7;9;78;72;63;73;76
192658;S. Jung;179;72;75;76;74;51;72;73;73;70;80;42;60;76;44;72;70;45;74;75;75;74;68;75;75;72;74;71;66;54;76;75;53;64;44;74;76;74;74;11;10;8;8;12
212883;D. Amartey;186;79;75;82;73;60;63;70;72;86;49;46;74;76;68;69;44;32;71;72;70;76;68;76;69;83;86;89;85;71;84;72;42;60;51;70;70;74;72;13;13;13;8;15
152211;R. Özcan;187;84;75;75;73;71;71;75;51;76;12;14;14;34;13;13;14;19;26;14;52;51;48;73;36;23;71;36;72;17;32;22;10;32;16;53;12;14;13;73;71;71;76;75
160148;L. Lereas;187;81;75;75;69;75;68;71;42;76;66;75;72;74;74;72;63;59;58;75;59;77;63;72;60;78;69;83;77;73;67;40;72;69;74;83;38;37;46;7;11;7;11;14
137109;S. Schaars;177;70;75;75;34;67;78;69;69;67;77;61;63;78;67;68;75;76;84;74;36;32;57;72;65;75;40;68;67;70;72;80;63;76;76;82;64;67;69;16;7;8;16;14
113045;M. Pinilla;187;78;75;75;68;73;57;71;27;77;51;75;74;65;85;70;63;65;45;74;68;68;69;76;54;78;91;67;81;62;78;28;78;55;70;72;14;26;18;4;4;4;4;4
208022;I. Ezekiel;170;70;75;80;92;74;62;73;28;64;66;77;69;67;74;72;64;47;47;67;94;90;87;79;91;76;93;75;62;67;48;23;75;66;63;73;14;34;25;12;14;15;12;11
184472;M. Olsson;178;81;75;75;82;62;67;71;73;76;69;55;64;69;65;72;64;53;66;70;79;84;74;73;64;75;73;86;72;64;74;69;69;66;49;72;74;76;73;11;9;7;9;12
214169;W. Tesillo;184;78;75;76;61;26;51;53;77;76;55;22;68;60;31;49;30;32;59;60;60;62;46;74;46;27;49;73;83;26;69;85;40;37;30;62;77;74;74;14;13;6;9;11
1178;P. Cannavaro;185;83;75;75;32;44;52;52;76;67;39;30;78;62;33;45;24;24;68;60;34;31;59;66;43;72;80;36;75;51;80;80;35;50;47;69;74;76;75;14;8;5;14;5
197786;G. Donati;178;76;75;76;73;49;63;67;76;79;67;40;70;68;32;65;55;46;71;70;69;76;66;74;70;67;68;78;77;53;90;75;49;51;51;68;75;80;78;16;15;8;9;8
217242;Y. Kubo;178;73;75;80;83;72;68;78;42;56;64;77;51;72;58;78;67;71;61;76;82;83;85;72;78;70;54;68;56;68;41;27;75;71;67;79;38;49;51;9;11;14;11;12
176794;O. Toivonen;192;78;75;75;53;77;74;73;42;74;69;77;74;76;75;74;73;74;69;76;51;54;64;75;52;77;58;77;79;77;63;42;75;77;71;76;36;37;39;9;8;14;12;6
199835;E. Emenike;182;85;75;75;81;73;63;74;26;78;63;72;70;69;73;75;46;53;64;74;81;81;72;67;70;80;73;69;86;69;71;26;72;56;66;68;19;21;22;11;11;13;12;14
186524;F. Đorđević;186;80;75;75;68;74;59;69;42;75;48;76;80;66;74;68;59;55;55;72;68;68;65;74;64;80;76;68;78;62;74;48;77;62;70;74;35;36;32;7;9;8;15;9
211101;Rubén Blanco;188;70;75;83;79;74;69;71;53;75;18;18;15;35;19;17;18;13;29;10;54;52;52;66;57;25;62;44;35;15;22;22;11;33;22;30;12;11;11;79;74;69;75;71
212127;D. Lazović;181;66;75;75;89;64;71;77;31;48;70;65;54;74;70;78;66;74;67;80;87;90;76;64;67;65;44;60;34;60;67;24;79;68;49;68;26;33;28;14;10;11;11;9
159903;F. Vidangosa;188;82;75;75;76;70;77;75;44;75;12;10;12;20;11;12;20;10;20;25;41;46;58;75;48;20;69;32;60;14;42;15;8;58;29;61;10;10;13;76;70;77;75;75
219808;Tana;168;69;75;75;69;69;73;79;18;50;64;74;28;81;56;82;66;59;68;75;71;67;78;70;87;65;51;65;51;62;26;15;79;78;64;65;17;20;15;7;11;7;8;14
191648;M. Yoshida;189;78;75;75;62;41;51;61;76;75;36;34;74;63;56;57;38;33;52;63;61;62;72;73;57;50;85;74;78;41;66;70;42;50;54;65;76;79;76;12;16;8;6;13
211361;D. Cataldi;180;70;75;83;70;69;74;74;68;69;70;66;63;78;65;72;67;69;75;77;70;70;73;70;75;75;55;74;65;75;74;71;67;73;52;68;66;70;68;7;10;11;12;9
176545;C. Marrugo;177;75;75;75;71;68;75;73;52;59;73;66;58;78;70;72;58;57;76;75;72;70;71;76;68;70;33;67;59;68;57;54;75;78;63;75;51;51;49;7;12;16;7;14
192930;A. Pulido;177;76;75;77;84;73;62;74;36;69;61;75;68;65;66;75;64;47;60;72;83;84;80;70;66;72;77;74;74;69;46;37;78;60;70;71;30;35;22;15;10;9;14;9
201379;Samu García;179;73;75;75;78;68;73;74;28;62;77;69;63;73;61;74;80;48;72;75;77;78;75;73;69;73;59;65;66;64;48;33;74;76;63;72;16;27;21;9;10;8;13;8
211107;Frederico Venâncio;186;81;75;80;65;33;51;54;77;73;34;30;79;65;32;46;30;28;56;63;70;61;63;69;55;53;88;69;75;22;68;74;25;49;40;74;79;76;73;13;10;11;8;15
214947;J. Gbamin;186;83;75;83;74;49;67;72;73;78;69;38;65;73;45;72;41;31;69;74;72;75;69;70;66;60;76;79;76;62;80;76;57;68;40;68;73;74;70;11;13;8;14;10
160163;V. Guerra;188;84;75;75;55;40;58;59;75;76;56;30;73;66;49;58;62;49;76;62;49;60;51;67;53;60;51;61;83;42;84;75;40;36;42;70;74;77;73;12;12;12;13;11
187043;S. Johansen;182;78;75;78;70;69;74;74;61;75;69;69;53;76;64;72;71;74;74;76;69;70;75;72;78;73;62;89;66;70;85;62;71;77;51;75;62;62;59;7;16;7;9;14
215716;A. Mitrović;187;90;75;80;59;75;52;67;24;81;29;76;84;64;82;68;39;52;43;71;52;64;61;73;48;80;81;67;84;66;89;14;77;65;64;76;14;24;13;15;12;6;7;13
189860;Kiko Femenía;174;61;75;78;77;61;70;79;71;71;78;62;52;77;54;79;65;55;54;78;75;79;85;64;86;56;69;82;67;65;70;74;68;66;60;66;68;75;77;16;15;7;15;11
205989;C. Chambers;183;66;75;84;64;51;66;69;75;76;70;47;68;73;49;67;59;49;65;73;61;67;66;66;67;52;71;75;75;56;81;72;54;54;54;68;75;79;77;11;14;12;7;12
138918;L. Rigoni;185;76;75;75;69;67;72;70;71;73;65;61;69;78;60;70;49;59;76;75;68;69;62;75;58;79;72;77;70;75;76;73;70;73;51;76;69;74;70;15;10;14;11;6
216742;M. Mevlja;190;83;75;78;70;38;59;57;77;74;52;34;73;66;48;55;42;42;72;58;71;69;65;65;52;47;63;71;81;32;63;78;35;54;47;75;78;78;77;9;12;12;14;13
169638;C. Daniels;178;75;75;75;76;55;72;74;72;70;74;50;64;73;45;74;67;68;69;74;77;75;73;70;72;68;78;79;72;47;51;71;71;71;72;69;72;76;74;14;16;13;6;7
192678;Kike García;186;79;75;76;70;74;59;71;32;75;53;77;78;68;75;71;42;46;49;76;66;74;65;64;56;77;74;72;79;62;71;37;77;65;70;63;15;34;21;7;9;8;13;13
202151;K. Stafylidis;178;73;75;79;78;64;69;73;72;73;82;48;51;73;68;72;74;81;76;75;77;79;73;74;78;89;62;71;71;85;83;63;41;41;46;66;75;79;80;11;7;15;10;14
158375;N. Asare;172;65;75;75;77;59;73;76;76;71;72;53;65;74;61;74;68;65;73;77;78;76;81;76;83;62;84;81;62;67;76;82;69;75;66;80;75;76;74;10;7;7;11;15
226215;Sabin Merino;186;80;75;78;77;72;68;75;43;61;72;77;80;66;71;80;67;66;62;76;73;80;61;71;50;64;62;56;65;70;56;42;80;72;69;76;20;55;43;13;8;9;9;13
170664;C. Rodríguez;175;85;75;75;71;69;74;78;55;70;72;64;62;76;65;80;73;73;72;79;70;71;67;72;72;80;70;69;71;72;69;59;72;72;66;81;50;55;55;7;13;16;13;14
190120;K. Johnsson;187;84;75;77;75;70;77;79;49;75;11;13;19;26;19;16;12;11;38;22;50;49;45;64;32;21;72;45;69;13;35;20;16;49;17;44;11;14;12;75;70;77;75;79
194728;I. Belfodil;191;86;75;79;66;73;69;73;31;81;65;74;76;72;68;77;74;68;61;78;60;70;59;70;39;77;72;81;85;67;74;29;75;73;66;73;15;39;15;6;12;7;13;14
176553;S. Missiroli;191;77;75;75;67;66;72;72;66;66;68;66;60;76;66;74;68;60;72;76;66;68;63;75;36;68;64;78;62;61;60;73;75;72;64;73;60;71;63;5;13;14;12;14
169386;S. Floccari;180;79;75;75;66;76;61;72;24;68;56;81;76;68;66;72;66;60;48;74;64;68;67;68;70;76;83;68;75;68;48;20;79;60;72;76;16;20;16;8;11;15;10;6
